"L2, Inc.","","",""
"411","CommercialDataLL_Donates_to_Local_Community","3","Yes/null"
"412","CommercialDataLL_Donates_to_Veterans_Causes","3","Yes/null"
"413","CommercialDataLL_Donates_to_Wildlife_Preservation","3","Yes/null"
"414","CommercialDataLL_Gun_Owner","3","Based on gun registrations and subscriptions to gun/hunting magazines; Yes or null"
"415","CommercialDataLL_Gun_Owner_Concealed_Permit","3",""
"416","CommercialDataLL_Hispanic_Country_Origin","50","Listed countries"
"417","CommercialDataLL_Home_Office","3","Yes/null"
"418","CommercialDataLL_Home_Owner_Or_Renter","20","Likely Homeowner/Likely Renter/null"
"419","CommercialDataLL_Household_Primary_Language","50","Listed languages"
"420","CommercialDataLL_Interest_in_Auto_Work_In_Household","3","Yes/null"
"421","CommercialDataLL_Interest_in_Automotive_Parts_Accessories_In_Household","3","Yes/null"
"422","CommercialDataLL_Interest_in_Aviation_In_Household","3","Yes/null"
"423","CommercialDataLL_Interest_in_BoardGames_Puzzles_In_Household","3","Yes/null"
"424","CommercialDataLL_Interest_in_Boating_Sailing_In_Household","3","Yes/null"
"425","CommercialDataLL_Interest_in_Camping_Hiking_In_Household","3","Yes/null"
"426","CommercialDataLL_Interest_in_Cooking_General_In_Household","3","Yes/null"
"427","CommercialDataLL_Interest_in_Cooking_Gourmet_In_Household","3","Yes/null"
"428","CommercialDataLL_Interest_in_Crafts_In_Household","3","Yes/null"
"429","CommercialDataLL_Interest_in_Current_Affairs_Politics_In_Household","3","Yes/null"
"430","CommercialDataLL_Interest_in_Education_Online_In_Household","3","Yes/null"
"431","CommercialDataLL_Interest_in_Electronic_Gaming_In_Household","3","Yes/null"
"432","CommercialDataLL_Interest_in_Exercise_Aerobic_In_Household","3","Yes/null"
"433","CommercialDataLL_Interest_in_Exercise_Health_In_Household","3","Yes/null"
"434","CommercialDataLL_Interest_in_Exercise_Running_Jogging_In_Household","3","Yes/null"
"435","CommercialDataLL_Interest_in_Exercise_Walking_In_Household","3","Yes/null"
"436","CommercialDataLL_Interest_in_Fishing_In_Household","3","Yes/null"
"437","CommercialDataLL_Interest_in_Food_Wines_In_Household","3","Yes/null"
"438","CommercialDataLL_Interest_in_Foods_Natural_In_Household","3","Yes/null"
"439","CommercialDataLL_Interest_in_Gaming_Casino_In_Household","3","Yes/null"
"440","CommercialDataLL_Interest_in_Gardening_In_Household","3","Yes/null"
"441","CommercialDataLL_Interest_in_Golf_In_Household","3","Yes/null"
"442","CommercialDataLL_Interest_in_History_Military_In_Household","3","Yes/null"
"443","CommercialDataLL_Interest_in_Home_Furnishings_In_Household","3","Yes/null"
"444","CommercialDataLL_Interest_in_Home_Improvement_In_Household","3","Yes/null"
"445","CommercialDataLL_Interest_in_Home_Repair_In_Household","3","Yes/null"
"446","CommercialDataLL_Interest_in_House_Plants_In_Household","3","Yes/null"
"447","CommercialDataLL_Interest_in_Hunting_In_Household","3","Yes/null"
"448","CommercialDataLL_Interest_in_Motorcycling_In_Household","3","Yes/null"
"449","CommercialDataLL_Interest_in_Musical_Instruments_In_Household","3","Yes/null"
"450","CommercialDataLL_Interest_in_Nascar_In_Household","3","Yes/null"
"451","CommercialDataLL_Interest_in_Photography_In_Household","3","Yes/null"
"452","CommercialDataLL_Interest_in_Photography_Video_In_Household","3","Yes/null"
"453","CommercialDataLL_Interest_in_Religious_Inspirational_In_Household","3","Yes/null"
"454","CommercialDataLL_Interest_in_Science_Space_In_Household","3","Yes/null"
"455","CommercialDataLL_Interest_in_Scuba_Diving_In_Household","3","Yes/null"
"456","CommercialDataLL_Interest_in_Sewing_Knitting_In_Household","3","Yes/null"
"457","CommercialDataLL_Interest_in_Shooting_In_Household","3","Yes/null"
"458","CommercialDataLL_Interest_in_Smoking_In_Household","3","Yes/null"
"459","CommercialDataLL_Interest_in_Snow_Skiing_In_Household","3","Yes/null"
"460","CommercialDataLL_Interest_in_SpectatorSports_Auto_Racing_In_Household","3","Yes/null"
"461","CommercialDataLL_Interest_in_SpectatorSports_Baseball_In_Household","3","Yes/null"
"462","CommercialDataLL_Interest_in_SpectatorSports_Basketball_In_Household","3","Yes/null"
"463","CommercialDataLL_Interest_in_SpectatorSports_Football_In_Household","3","Yes/null"
"464","CommercialDataLL_Interest_in_SpectatorSports_Hockey_In_Household","3","Yes/null"
"465","CommercialDataLL_Interest_in_SpectatorSports_on_TV_In_Household","3","Yes/null"
"466","CommercialDataLL_Interest_in_SpectatorSports_Soccer_In_Household","3","Yes/null"
"467","CommercialDataLL_Interest_in_Sports_Leisure_In_Household","3","Yes/null"
"468","CommercialDataLL_Interest_in_Sweepstakes_Contests_In_Household","3","Yes/null"
"469","CommercialDataLL_Interest_in_Tennis_In_Household","3","Yes/null"
"470","CommercialDataLL_Interest_in_the_Arts_In_Household","3","Yes/null"
"471","CommercialDataLL_Interest_in_Theater_Performing_Arts_In_Household","3","Yes/null"
"472","CommercialDataLL_Interest_in_Travel_Cruise_In_Household","3","Yes/null"
"473","CommercialDataLL_Interest_in_Travel_Domestic_In_Household","3","Yes/null"
"474","CommercialDataLL_Interest_in_Travel_International_In_Household","3","Yes/null"
"475","CommercialDataLL_Interest_in_Woodworking_In_Household","3","Yes/null"
"476","CommercialDataLL_Investor","3","Yes/null"
"477","CommercialDataLL_HH_Net_Worth","50",""
"478","CommercialDataLL_PetOwner_Cat","3","Yes/null"
"479","CommercialDataLL_PetOwner_Dog","3","Yes/null"
"480","CommercialDataLL_PetOwner_Horse","3","Yes/null"
"481","CommercialDataLL_PetOwner_Other","3","Yes/null"
"482","CommercialDataLL_Veteran","3","Yes or null"
"483","ElectionReturns_G08_Cnty_Margin_McCain_R","5",""
"484","ElectionReturns_G08_Cnty_Percent_McCain_R","5",""
"485","ElectionReturns_G08_Cnty_Vote_McCain_R","10",""
"486","ElectionReturns_G08_Cnty_Margin_Obama_D","5",""
"487","ElectionReturns_G08_Cnty_Percent_Obama_D","5",""
"488","ElectionReturns_G08_Cnty_Vote_Obama_D","10",""
"489","ElectionReturns_G08CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"490","ElectionReturns_G08CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"491","ElectionReturns_G08CountyTurnoutIndependentsAllOthers","5","County percentage of specified party voters having voted in specified election"
"492","ElectionReturns_G08CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"493","ElectionReturns_G08PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"494","ElectionReturns_G08PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"495","ElectionReturns_G08PrecinctTurnoutIndependentsAllOthers","5","Precinct percentage of specified party voters having voted in specified election"
"496","ElectionReturns_G08PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"497","ElectionReturns_G10CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"498","ElectionReturns_G10CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"499","ElectionReturns_G10CountyTurnoutIndependentsAllOthers","5","County percentage of specified party voters having voted in specified election"
"500","ElectionReturns_G10CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"501","ElectionReturns_G10PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"502","ElectionReturns_G10PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"503","ElectionReturns_G10PrecinctTurnoutIndependentsAllOthers","5","Precinct percentage of specified party voters having voted in specified election"
"504","ElectionReturns_G10PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"505","ElectionReturns_G12_Cnty_Margin_Obama_D","5",""
"506","ElectionReturns_G12_Cnty_Percent_Obama_D","5",""
"507","ElectionReturns_G12_Cnty_Vote_Obama_D","10",""
"508","ElectionReturns_G12_Cnty_Margin_Romney_R","5",""
"509","ElectionReturns_G12_Cnty_Percent_Romney_R","5",""
"510","ElectionReturns_G12_Cnty_Vote_Romney_R","10",""
"511","ElectionReturns_G12CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"512","ElectionReturns_G12CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"513","ElectionReturns_G12CountyTurnoutIndependentsAllOthers","5","County percentage of specified party voters having voted in specified election"
"514","ElectionReturns_G12CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"515","ElectionReturns_G12PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"516","ElectionReturns_G12PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"517","ElectionReturns_G12PrecinctTurnoutIndependentsAllOthers","5","Precinct percentage of specified party voters having voted in specified election"
"518","ElectionReturns_G12PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"519","ElectionReturns_G14CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"520","ElectionReturns_G14CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"521","ElectionReturns_G14CountyTurnoutIndependentsAllOthers","5","County percentage of specified party voters having voted in specified election"
"522","ElectionReturns_G14CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"523","ElectionReturns_G14PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"524","ElectionReturns_G14PrecinctTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"525","ElectionReturns_G14PrecinctTurnoutIndependentsAllOthers","5","County percentage of specified party voters having voted in specified election"
"526","ElectionReturns_G14PrecinctTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"527","ElectionReturns_G16_Cnty_Margin_Clinton_D","5",""
"528","ElectionReturns_G16_Cnty_Percent_Clinton_D","5",""
"529","ElectionReturns_G16_Cnty_Vote_Clinton_D","10",""
"530","ElectionReturns_G16_Cnty_Margin_Trump_R","5",""
"531","ElectionReturns_G16_Cnty_Percent_Trump_R","5",""
"532","ElectionReturns_G16_Cnty_Vote_Trump_R","10",""
"533","ElectionReturns_G16CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"534","ElectionReturns_G16CountyTurnoutDemocrats","5","County Election Results for Presidential candidate in specified year"
"535","ElectionReturns_G16CountyTurnoutIndependentsAllOthers","5","County Election Results for Presidential candidate in specified year"
"536","ElectionReturns_G16CountyTurnoutRepublicans","5","County Election Results for Presidential candidate in specified year"
"537","ElectionReturns_G16PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"538","ElectionReturns_G16PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"539","ElectionReturns_G16PrecinctTurnoutIndependentsAllOthers","5","Precinct percentage of specified party voters having voted in specified election"
"540","ElectionReturns_G16PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"541","ElectionReturns_G18CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"542","ElectionReturns_G18CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"543","ElectionReturns_G18CountyTurnoutIndependentsAllOthers","5","County percentage of specified party voters having voted in specified election"
"544","ElectionReturns_G18CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"545","ElectionReturns_G18PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"546","ElectionReturns_G18PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"547","ElectionReturns_G18PrecinctTurnoutIndependentsAllOthers","5","Precinct percentage of specified party voters having voted in specified election"
"548","ElectionReturns_G18PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"549","ElectionReturns_G20_Cnty_Margin_Biden_D","5",""
"550","ElectionReturns_G20_Cnty_Percent_Biden_D","5",""
"551","ElectionReturns_G20_Cnty_Vote_Biden_D","10",""
"552","ElectionReturns_G20_Cnty_Margin_Trump_R","5",""
"553","ElectionReturns_G20_Cnty_Percent_Trump_R","5",""
"554","ElectionReturns_G20_Cnty_Vote_Trump_R","10",""
"555","ElectionReturns_G20CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"556","ElectionReturns_G20CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"557","ElectionReturns_G20CountyTurnoutIndependentsAllOthers","5","County percentage of specified party voters having voted in specified election"
"558","ElectionReturns_G20CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"559","ElectionReturns_G20PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"560","ElectionReturns_G20PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"561","ElectionReturns_G20PrecinctTurnoutIndependentsAllOthers","5","Precinct percentage of specified party voters having voted in specified election"
"562","ElectionReturns_G20PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"563","ElectionReturns_P08_Cnty_Pct_Biden_D","5",""
"564","ElectionReturns_P08_Cnty_Pct_Clinton_D","5",""
"565","ElectionReturns_P08_Cnty_Pct_Dodd_D","5",""
"566","ElectionReturns_P08_Cnty_Pct_Edwards_D","5",""
"567","ElectionReturns_P08_Cnty_Pct_Gravel_D","5",""
"568","ElectionReturns_P08_Cnty_Pct_Kucinich_D","5",""
"569","ElectionReturns_P08_Cnty_Pct_Obama_D","5",""
"570","ElectionReturns_P08_Cnty_Pct_Richardson_D","5",""
"571","ElectionReturns_P08_Cnty_Vote_Biden_D","10",""
"572","ElectionReturns_P08_Cnty_Vote_Clinton_D","10",""
"573","ElectionReturns_P08_Cnty_Vote_Dodd_D","10",""
"574","ElectionReturns_P08_Cnty_Vote_Edwards_D","10",""
"575","ElectionReturns_P08_Cnty_Vote_Gravel_D","10",""
"576","ElectionReturns_P08_Cnty_Vote_Kucinich_D","10",""
"577","ElectionReturns_P08_Cnty_Vote_Obama_D","10",""
"578","ElectionReturns_P08_Cnty_Vote_Richardson_D","10",""
"579","ElectionReturns_P08_Cnty_Pct_Giuliani_R","5",""
"580","ElectionReturns_P08_Cnty_Pct_Huckabee_R","5",""
"581","ElectionReturns_P08_Cnty_Pct_Hunter_R","5",""
"582","ElectionReturns_P08_Cnty_Pct_Keyes_R","5",""
"583","ElectionReturns_P08_Cnty_Pct_McCain_R","5",""
"584","ElectionReturns_P08_Cnty_Pct_Paul_R","5",""
"585","ElectionReturns_P08_Cnty_Pct_Romney_R","5",""
"586","ElectionReturns_P08_Cnty_Pct_Thompson_R","5",""
"587","ElectionReturns_P08_Cnty_Vote_Giuliani_R","10",""
"588","ElectionReturns_P08_Cnty_Vote_Huckabee_R","10",""
"589","ElectionReturns_P08_Cnty_Vote_Hunter_R","10",""
"590","ElectionReturns_P08_Cnty_Vote_Keyes_R","10",""
"591","ElectionReturns_P08_Cnty_Vote_McCain_R","10",""
"592","ElectionReturns_P08_Cnty_Vote_Paul_R","10",""
"593","ElectionReturns_P08_Cnty_Vote_Romney_R","10",""
"594","ElectionReturns_P08_Cnty_Vote_Thompson_R","10",""
"595","ElectionReturns_P08CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"596","ElectionReturns_P08CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"597","ElectionReturns_P08CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"598","ElectionReturns_P08PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"599","ElectionReturns_P08PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"600","ElectionReturns_P08PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"601","ElectionReturns_P10CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"602","ElectionReturns_P10CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"603","ElectionReturns_P10CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"604","ElectionReturns_P10PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"605","ElectionReturns_P10PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"606","ElectionReturns_P10PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"607","ElectionReturns_P12_Cnty_Pct_Bachman_R","5",""
"608","ElectionReturns_P12_Cnty_Pct_Gingrich_R","5",""
"609","ElectionReturns_P12_Cnty_Pct_Huntsman_R","5",""
"610","ElectionReturns_P12_Cnty_Pct_Paul_R","5",""
"611","ElectionReturns_P12_Cnty_Pct_Perry_R","5",""
"612","ElectionReturns_P12_Cnty_Pct_Romney_R","5",""
"613","ElectionReturns_P12_Cnty_Pct_Santorum_R","5",""
"614","ElectionReturns_P12_Cnty_Vote_Bachman_R","10",""
"615","ElectionReturns_P12_Cnty_Vote_Gingrich_R","10",""
"616","ElectionReturns_P12_Cnty_Vote_Huntsman_R","10",""
"617","ElectionReturns_P12_Cnty_Vote_Paul_R","10",""
"618","ElectionReturns_P12_Cnty_Vote_Perry_R","10",""
"619","ElectionReturns_P12_Cnty_Vote_Romney_R","10",""
"620","ElectionReturns_P12_Cnty_Vote_Santorum_R","10",""
"621","ElectionReturns_P12CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"622","ElectionReturns_P12CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"623","ElectionReturns_P12CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"624","ElectionReturns_P12PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"625","ElectionReturns_P12PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"626","ElectionReturns_P12PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"627","ElectionReturns_P14CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"628","ElectionReturns_P14CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"629","ElectionReturns_P14CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"630","ElectionReturns_P14PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"631","ElectionReturns_P14PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"632","ElectionReturns_P14PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"633","ElectionReturns_P16_Cnty_Pct_Bush_R","5",""
"634","ElectionReturns_P16_Cnty_Pct_Carson_R","5",""
"635","ElectionReturns_P16_Cnty_Pct_Christie_R","5",""
"636","ElectionReturns_P16_Cnty_Pct_Cruz_R","5",""
"637","ElectionReturns_P16_Cnty_Pct_Fiorina_R","5",""
"638","ElectionReturns_P16_Cnty_Pct_Kasich_R","5",""
"639","ElectionReturns_P16_Cnty_Pct_Rubio_R","5",""
"640","ElectionReturns_P16_Cnty_Pct_Trump_R","5",""
"641","ElectionReturns_P16_Cnty_Vote_Bush_R","10",""
"642","ElectionReturns_P16_Cnty_Vote_Carson_R","10",""
"643","ElectionReturns_P16_Cnty_Vote_Christie_R","10",""
"644","ElectionReturns_P16_Cnty_Vote_Cruz_R","10",""
"645","ElectionReturns_P16_Cnty_Vote_Fiorina_R","10",""
"646","ElectionReturns_P16_Cnty_Vote_Kasich_R","10",""
"647","ElectionReturns_P16_Cnty_Vote_Rubio_R","10",""
"648","ElectionReturns_P16_Cnty_Vote_Trump_R","10",""
"649","ElectionReturns_P16_Cnty_Pct_Clinton_D","5",""
"650","ElectionReturns_P16_Cnty_Pct_Sanders_D","5",""
"651","ElectionReturns_P16_Cnty_Vote_Clinton_D","10",""
"652","ElectionReturns_P16_Cnty_Vote_Sanders_D","10",""
"653","ElectionReturns_P16CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"654","ElectionReturns_P16CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"655","ElectionReturns_P16CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"656","ElectionReturns_P16PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"657","ElectionReturns_P16PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"658","ElectionReturns_P16PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"659","ElectionReturns_P18CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"660","ElectionReturns_P18CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"661","ElectionReturns_P18CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"662","ElectionReturns_P18PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"663","ElectionReturns_P18PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"664","ElectionReturns_P18PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"665","ElectionReturns_P20_Cnty_Pct_Biden_D","5",""
"666","ElectionReturns_P20_Cnty_Pct_Bloomberg_D","5",""
"667","ElectionReturns_P20_Cnty_Pct_Buttigieg_D","5",""
"668","ElectionReturns_P20_Cnty_Pct_Gabbard_D","5",""
"669","ElectionReturns_P20_Cnty_Pct_Klobuchar_D","5",""
"670","ElectionReturns_P20_Cnty_Pct_Sanders_D","5",""
"671","ElectionReturns_P20_Cnty_Pct_Warren_D","5",""
"672","ElectionReturns_P20_Cnty_Vote_Biden_D","10",""
"673","ElectionReturns_P20_Cnty_Vote_Bloomberg_D","10",""
"674","ElectionReturns_P20_Cnty_Vote_Buttigieg_D","10",""
"675","ElectionReturns_P20_Cnty_Vote_Gabbard_D","10",""
"676","ElectionReturns_P20_Cnty_Vote_Klobuchar_D","10",""
"677","ElectionReturns_P20_Cnty_Vote_Sanders_D","10",""
"678","ElectionReturns_P20_Cnty_Vote_Warren_D","10",""
"679","ElectionReturns_P20CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"680","ElectionReturns_P20CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"681","ElectionReturns_P20CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"682","ElectionReturns_P20PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"683","ElectionReturns_P20PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"684","ElectionReturns_P20PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"685","FECDonors_AvgDonation","10","sum of donations divided by total number of donations over last four election cycles"
"686","FECDonors_AvgDonation_Range","20","Set range categories"
"687","FECDonors_LastDonationDate","30","date field"
"688","FECDonors_NumberOfDonations","10","integer representing total number of federal donations made over the last four election cycles"
"689","FECDonors_PrimaryRecipientOfContributions","200","Single candidate or organzation who received the largest combined contributions from this voter"
"690","FECDonors_TotalDonationsAmount","10","sum of donations over last four election cycles"
"691","FECDonors_TotalDonationsAmt_Range","20","Set range categories"
"","","",""
"","Total Length:","31874",""
"","","",""
"","","",""
"Total Records Output:","4506889","",""
"Latest Registration Date:","06/16/2021","",""
"Total Residential HouseHolds:","2657623","",""
"Total Residential Phones:","1693220","",""
"","","",""
"Vote Dates:","","",""
"GE = General","","",""
"PR = Primary","","",""
"SP = Special","","",""
"RO = Runoff","","",""
"LM = Local or Municipal","","",""
"CG = Consolidated General","","",""
"CP = Consolidated Primary","","",""
"PP = Presidential Primary","","",""
"PB = Party ballot chosen by voter in this primary election","","",""
"","","",""
"DISTRICT NAMES FOLLOWED BY '(EST.)' ARE BEST ESTIMATES BASED ON AVAILABLE DATA AND SHOULD BE CONFIRMED BY THE USER. THESE ARE CASES WHERE THE STATE OR COUNTY-SUPPLIED VOTER DATA DID NOT CONTAIN CODES ALLOWING IDENTIFICATION OF THESE DISTRICTS. THEY MAY NOT DESCRIBE OFFICIAL DISTRICT BOUNDARIES.","","",""
"","","",""
"THIS FILE MAY CONTAIN CELL PHONE NUMBERS. TO THE BEST OF ITS ABILITY, L2 HAS IDENTIFIED THOSE NUMBERS AND CUSTOMER ACKNOWLEDGES SOLE RESPONSIBILITY FOR LEGAL USE OF THE SAME. SPECIFICALLY, CUSTOMER ACKNOWLEDGES THAT CERTAIN STATE LAWS RESTRICT THE USE OF SUCH NUMBERS AND THAT CUSTOMER HAS RESEARCHED AND MADE ITSELF AWARE OF THOSE RESTRICTIONS. BY ACCEPTING THIS FILE, CUSTOMER ACKNOWLEDGES ITS SOLE RESPONSIBILITY IN COMPLYING WITH ALL LAWS, RULES AND REGULATIONS GOVERNING CUSTOMER'S LAWFUL USE OF ANY DATA PROVIDED BY L2 AND AGREES TO INDEMNIFY AND HOLD HARMLESS L2 FROM ANY AND ALL CLAIMS ARISING FROM CUSTOMER'S USE OF ANY CONTENT OR SERVICES PROVIDED BY L2.","","",""
"","","",""